trade_id,trade_date,instrument_isin,instrument_name,instrument_country,instrument_type,venue_mic,counterparty_id,counterparty_name,counterparty_lei,side,quantity,price,notional_value,currency,reporting_status,rejection_reason,report_submitted_date
TRD00126,2024-12-12,DE0007164600,SAP SE,DE,EQUITY,XLON,CP001,Deutsche Bank AG,UWJKLYCTVC18SQVJHL39,SELL,22746,493.9493,11235370.78,EUR,ACCEPTED,,2024-12-13
TRD00127,2024-12-19,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,SELL,13155,499.693,6573461.42,EUR,ACCEPTED,,2024-12-20
TRD00128,2024-05-01,US0378331005,Apple Inc,US,EQUITY,XMIL,CP003,Societe Generale,INVALID123,SELL,19490,496.4191,9675208.26,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-05-02
TRD00129,2024-05-20,DE000A1EWWW0,Adidas AG,DE,EQUITY,XMIL,CP007,JPMorgan Chase,529900T8BM49AURSDO55,SELL,48902,487.0654,23818472.19,EUR,PENDING,,2024-05-21
TRD00130,2024-04-27,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,BUY,12560,314.2367,3946812.95,EUR,PENDING,,2024-04-28
TRD00131,2024-11-17,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP003,Societe Generale,MAES062Z21O4RZ2U7M96,BUY,2286,293.9912,672063.88,EUR,ACCEPTED,,2024-11-18
TRD00132,2024-05-31,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP002,Barclays PLC,529900T8BM49AURSDO55,SELL,8761,395.3913,3464023.18,EUR,ACCEPTED,,2024-06-01
TRD00133,2024-03-25,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP007,JPMorgan Chase,9ZHRYM6F437SQJ6OUG95,BUY,49026,436.4945,21399579.36,EUR,ACCEPTED,,2024-03-26
TRD00134,2024-02-08,GB0002634946,BP PLC,GB,EQUITY,XLON,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,SELL,47562,340.4591,16192915.71,EUR,PENDING,,2024-02-09
TRD00135,2024-02-16,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP001,Deutsche Bank AG,529900T8BM49AURSDO55,SELL,35264,70.5585,2488174.94,EUR,ACCEPTED,,2024-02-17
TRD00136,2024-10-26,US0378331005,Apple Inc,US,EQUITY,XPAR,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,SELL,15423,241.0237,3717308.53,EUR,PENDING,,2024-10-27
TRD00137,2024-11-27,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP006,Morgan Stanley,7H6GLXDRUGQFU57RNE97,BUY,42648,210.065,8958852.12,EUR,ACCEPTED,,2024-11-28
TRD00138,2024-01-20,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP001,Deutsche Bank AG,UWJKLYCTVC18SQVJHL39,BUY,15487,444.7571,6887953.21,EUR,ACCEPTED,,2024-01-21
TRD00139,2024-08-20,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP004,UBS Group AG,INVALID123,SELL,48745,366.0336,17842307.83,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-08-21
TRD00140,2024-11-11,US0378331005,Apple Inc,US,EQUITY,XPAR,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,SELL,24383,116.4621,2839695.38,EUR,PENDING,,2024-11-12
TRD00141,2024-07-04,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,23606,39.6695,936438.22,EUR,PENDING,,2024-07-05
TRD00142,2024-03-03,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,14000,324.4352,4542092.8,EUR,PENDING,,2024-03-04
TRD00143,2024-06-19,GB0002634946,BP PLC,GB,EQUITY,XLON,CP007,JPMorgan Chase,BADLEI00000000000000000,BUY,13548,43.619,590950.21,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-06-20
TRD00144,2024-06-17,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP007,JPMorgan Chase,BADLEI00000000000000000,BUY,285,145.8647,41571.44,EUR,REJECTED,MISSING_VENUE_CODE,2024-06-18
TRD00145,2024-05-08,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,SELL,1789,74.5836,133430.06,EUR,PENDING,,2024-05-09
TRD00146,2024-10-28,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,SELL,3534,72.1117,254842.75,EUR,ACCEPTED,,2024-10-29
TRD00147,2024-02-02,US0378331005,Apple Inc,US,EQUITY,XAMS,CP007,JPMorgan Chase,INR2EJN1ERAN0W5ZP974,SELL,33735,300.8963,10150736.68,EUR,ACCEPTED,,2024-02-03
TRD00148,2024-11-10,DE000A1EWWW0,Adidas AG,DE,EQUITY,XMIL,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,BUY,42261,482.3728,20385556.9,EUR,ACCEPTED,,2024-11-11
TRD00149,2024-07-24,US0378331005,Apple Inc,US,EQUITY,XEUR,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,BUY,29169,46.0105,1342080.27,EUR,PENDING,,2024-07-25
TRD00150,2024-11-07,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP002,Barclays PLC,UWJKLYCTVC18SQVJHL39,SELL,41015,320.2076,13133314.71,EUR,ACCEPTED,,2024-11-08
TRD00151,2024-11-01,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP004,UBS Group AG,BADLEI00000000000000000,BUY,39777,220.7977,8782670.11,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-11-02
TRD00152,2024-08-19,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,26231,213.8349,5609103.26,EUR,ACCEPTED,,2024-08-20
TRD00153,2024-08-06,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP003,Societe Generale,MAES062Z21O4RZ2U7M96,BUY,45111,462.2627,20853132.66,EUR,ACCEPTED,,2024-08-07
TRD00154,2024-02-13,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,48517,192.597,9344228.65,EUR,PENDING,,2024-02-14
TRD00155,2024-10-27,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,SELL,8110,211.2962,1713612.18,EUR,PENDING,,2024-10-28
TRD00156,2024-05-27,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,BUY,37974,258.6321,9821295.37,EUR,ACCEPTED,,2024-05-28
TRD00157,2024-04-24,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP003,Societe Generale,BADLEI00000000000000000,SELL,24188,66.2938,1603514.43,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-04-25
TRD00158,2024-10-14,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP005,Credit Suisse,7H6GLXDRUGQFU57RNE97,SELL,42219,282.8025,11939638.75,EUR,PENDING,,2024-10-15
TRD00159,2024-04-02,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP003,Societe Generale,UWJKLYCTVC18SQVJHL39,BUY,500,98.8887,49444.35,EUR,ACCEPTED,,2024-04-03
TRD00160,2024-02-05,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP001,Deutsche Bank AG,9ZHRYM6F437SQJ6OUG95,SELL,34865,115.4151,4023947.46,EUR,PENDING,,2024-02-06
TRD00161,2024-06-23,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,BUY,21358,390.6495,8343492.02,EUR,PENDING,,2024-06-24
TRD00162,2024-03-20,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP001,Deutsche Bank AG,9ZHRYM6F437SQJ6OUG95,SELL,5446,143.3304,780577.36,EUR,PENDING,,2024-03-21
TRD00163,2024-11-06,US0378331005,Apple Inc,US,EQUITY,XAMS,CP003,Societe Generale,UWJKLYCTVC18SQVJHL39,SELL,49575,261.0497,12941538.88,EUR,ACCEPTED,,2024-11-07
TRD00164,2024-02-26,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP004,UBS Group AG,00000000000000000000,BUY,43821,161.1255,7060680.54,EUR,REJECTED,MISSING_VENUE_CODE,2024-02-27
TRD00165,2024-01-29,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,SELL,9093,384.4388,3495702.01,EUR,ACCEPTED,,2024-01-30
TRD00166,2024-03-02,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP006,Morgan Stanley,XKZZ2JZF41MRHTR1V493,BUY,11614,73.301,851317.81,EUR,ACCEPTED,,2024-03-03
TRD00167,2024-02-06,US0378331005,Apple Inc,US,EQUITY,XEUR,CP004,UBS Group AG,UWJKLYCTVC18SQVJHL39,SELL,30230,461.3696,13947203.01,EUR,ACCEPTED,,2024-02-07
TRD00168,2024-10-20,US0378331005,Apple Inc,US,EQUITY,XAMS,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,SELL,26644,20.2197,538733.69,EUR,ACCEPTED,,2024-10-21
TRD00169,2024-11-12,US0378331005,Apple Inc,US,EQUITY,XPAR,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,SELL,7037,129.2251,909357.03,EUR,ACCEPTED,,2024-11-13
TRD00170,2024-07-21,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP006,Morgan Stanley,MAES062Z21O4RZ2U7M96,BUY,14620,173.2036,2532236.63,EUR,ACCEPTED,,2024-07-22
TRD00171,2024-09-18,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP005,Credit Suisse,,SELL,12807,453.9021,5813124.19,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-09-19
TRD00172,2024-04-30,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,BUY,11470,305.1755,3500362.98,EUR,ACCEPTED,,2024-05-01
TRD00173,2024-11-17,US0378331005,Apple Inc,US,EQUITY,XAMS,CP007,JPMorgan Chase,,SELL,49899,293.9394,14667282.12,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-11-18
TRD00174,2024-08-13,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,BUY,19945,400.2015,7982018.92,EUR,PENDING,,2024-08-14
TRD00175,2024-09-16,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP004,UBS Group AG,MAES062Z21O4RZ2U7M96,SELL,2564,37.8761,97114.32,EUR,ACCEPTED,,2024-09-17
TRD00176,2024-11-26,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP005,Credit Suisse,00000000000000000000,BUY,33331,198.3964,6612750.41,EUR,REJECTED,MISSING_VENUE_CODE,2024-11-27
TRD00177,2024-11-29,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP005,Credit Suisse,9ZHRYM6F437SQJ6OUG95,BUY,32957,83.9219,2765814.06,EUR,ACCEPTED,,2024-11-30
TRD00178,2024-02-22,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP006,Morgan Stanley,INR2EJN1ERAN0W5ZP974,BUY,33166,326.6023,10832091.88,EUR,ACCEPTED,,2024-02-23
TRD00179,2024-12-28,US0378331005,Apple Inc,US,EQUITY,XAMS,CP005,Credit Suisse,,SELL,40064,87.7856,3517042.28,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-12-29
TRD00180,2024-07-28,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP006,Morgan Stanley,INVALID123,SELL,3531,396.7212,1400822.56,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-07-29
TRD00181,2024-02-18,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,47530,427.2675,20308024.27,EUR,ACCEPTED,,2024-02-19
TRD00182,2024-02-11,DE0007164600,SAP SE,DE,EQUITY,XLON,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,SELL,43095,352.2552,15180437.84,EUR,ACCEPTED,,2024-02-12
TRD00183,2024-10-31,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP003,Societe Generale,BADLEI00000000000000000,SELL,24786,325.3117,8063175.8,EUR,REJECTED,MISSING_VENUE_CODE,2024-11-01
TRD00184,2024-02-17,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,BUY,1294,187.6729,242848.73,EUR,ACCEPTED,,2024-02-18
TRD00185,2024-06-23,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,SELL,9115,85.9231,783189.06,EUR,ACCEPTED,,2024-06-24
TRD00186,2024-09-16,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP007,JPMorgan Chase,PBLD0EJDB5FWOLXP3B76,SELL,34606,28.4963,986142.96,EUR,PENDING,,2024-09-17
TRD00187,2024-11-01,US0378331005,Apple Inc,US,EQUITY,XLON,CP002,Barclays PLC,9ZHRYM6F437SQJ6OUG95,BUY,45506,387.8379,17648951.48,EUR,ACCEPTED,,2024-11-02
TRD00188,2024-01-23,US0378331005,Apple Inc,US,EQUITY,XPAR,CP006,Morgan Stanley,9ZHRYM6F437SQJ6OUG95,SELL,15666,485.0984,7599551.53,EUR,PENDING,,2024-01-24
TRD00189,2024-04-29,DE0007164600,SAP SE,DE,EQUITY,XLON,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,SELL,12815,190.2421,2437952.51,EUR,ACCEPTED,,2024-04-30
TRD00190,2024-05-24,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP005,Credit Suisse,BADLEI00000000000000000,BUY,27537,483.4714,13313351.94,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-05-25
TRD00191,2024-01-27,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP007,JPMorgan Chase,529900T8BM49AURSDO55,BUY,36442,467.8038,17047706.08,EUR,ACCEPTED,,2024-01-28
TRD00192,2024-02-12,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP003,Societe Generale,MAES062Z21O4RZ2U7M96,SELL,33743,82.2008,2773701.59,EUR,ACCEPTED,,2024-02-13
TRD00193,2024-04-23,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP003,Societe Generale,INR2EJN1ERAN0W5ZP974,SELL,27290,36.0959,985057.11,EUR,ACCEPTED,,2024-04-24
TRD00194,2024-07-16,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP002,Barclays PLC,PBLD0EJDB5FWOLXP3B76,SELL,20985,466.1047,9781207.13,EUR,ACCEPTED,,2024-07-17
TRD00195,2024-03-11,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP007,JPMorgan Chase,9ZHRYM6F437SQJ6OUG95,SELL,45717,417.2441,19075148.52,EUR,ACCEPTED,,2024-03-12
TRD00196,2024-11-11,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,SELL,14233,419.1319,5965504.33,EUR,ACCEPTED,,2024-11-12
TRD00197,2024-05-27,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,SELL,15726,215.7145,3392326.23,EUR,ACCEPTED,,2024-05-28
TRD00198,2024-02-26,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP005,Credit Suisse,BADLEI00000000000000000,BUY,1177,319.6579,376237.35,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-02-27
TRD00199,2024-08-07,DE000A1EWWW0,Adidas AG,DE,EQUITY,XMIL,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,37499,214.1181,8029214.63,EUR,ACCEPTED,,2024-08-08
TRD00200,2024-02-04,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP005,Credit Suisse,INVALID123,SELL,36416,19.9638,727001.74,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-02-05
TRD00201,2024-07-10,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,22696,128.1517,2908530.98,EUR,ACCEPTED,,2024-07-11
TRD00202,2024-03-09,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP005,Credit Suisse,9ZHRYM6F437SQJ6OUG95,SELL,42226,95.7937,4044984.78,EUR,ACCEPTED,,2024-03-10
TRD00203,2024-11-19,GB0002634946,BP PLC,GB,EQUITY,XLON,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,30094,28.1221,846306.48,EUR,PENDING,,2024-11-20
TRD00204,2024-04-12,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP003,Societe Generale,,SELL,26198,494.6701,12959367.28,EUR,REJECTED,INVALID_LEI,2024-04-13
TRD00205,2024-11-27,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,43074,172.6431,7436428.89,EUR,ACCEPTED,,2024-11-28
TRD00206,2024-08-11,US0378331005,Apple Inc,US,EQUITY,XAMS,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,SELL,12343,253.1396,3124502.08,EUR,ACCEPTED,,2024-08-12
TRD00207,2024-09-22,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP006,Morgan Stanley,529900T8BM49AURSDO55,BUY,5272,220.9975,1165098.82,EUR,ACCEPTED,,2024-09-23
TRD00208,2024-06-13,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP003,Societe Generale,PBLD0EJDB5FWOLXP3B76,SELL,19475,160.183,3119563.92,EUR,PENDING,,2024-06-14
TRD00209,2024-12-19,US0378331005,Apple Inc,US,EQUITY,XPAR,CP004,UBS Group AG,UWJKLYCTVC18SQVJHL39,SELL,47732,436.3182,20826340.32,EUR,ACCEPTED,,2024-12-20
TRD00210,2024-05-20,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,41880,209.043,8754720.84,EUR,PENDING,,2024-05-21
TRD00211,2024-03-14,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP006,Morgan Stanley,XKZZ2JZF41MRHTR1V493,BUY,2380,71.8527,171009.43,EUR,ACCEPTED,,2024-03-15
TRD00212,2024-07-04,US0378331005,Apple Inc,US,EQUITY,XMIL,CP001,Deutsche Bank AG,,SELL,10155,342.7404,3480528.76,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-07-05
TRD00213,2024-02-09,DE0007164600,SAP SE,DE,EQUITY,XLON,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,26185,164.0489,4295620.45,EUR,ACCEPTED,,2024-02-10
TRD00214,2024-02-28,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP004,UBS Group AG,,BUY,25461,457.6358,11651865.1,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-02-29
TRD00215,2024-12-26,US0378331005,Apple Inc,US,EQUITY,XLON,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,45580,459.0747,20924624.83,EUR,ACCEPTED,,2024-12-27
TRD00216,2024-03-03,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,BUY,46851,228.1045,10686923.93,EUR,ACCEPTED,,2024-03-04
TRD00217,2024-12-07,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP005,Credit Suisse,BADLEI00000000000000000,BUY,19129,446.7525,8545928.57,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-12-08
TRD00218,2024-09-17,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,BUY,15614,397.2828,6203173.64,EUR,ACCEPTED,,2024-09-18
TRD00219,2024-10-10,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP004,UBS Group AG,INVALID123,BUY,8604,309.8547,2665989.84,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-10-11
TRD00220,2024-07-22,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP005,Credit Suisse,PBLD0EJDB5FWOLXP3B76,BUY,26932,413.4363,11134666.43,EUR,ACCEPTED,,2024-07-23
TRD00221,2024-06-11,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP004,UBS Group AG,PBLD0EJDB5FWOLXP3B76,BUY,44671,263.5064,11771094.39,EUR,ACCEPTED,,2024-06-12
TRD00222,2024-03-07,US0378331005,Apple Inc,US,EQUITY,XMIL,CP007,JPMorgan Chase,PBLD0EJDB5FWOLXP3B76,SELL,8237,263.87,2173497.19,EUR,ACCEPTED,,2024-03-08
TRD00223,2024-03-23,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP003,Societe Generale,BADLEI00000000000000000,SELL,18715,424.5075,7944657.86,EUR,REJECTED,MISSING_VENUE_CODE,2024-03-24
TRD00224,2024-05-20,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP005,Credit Suisse,BADLEI00000000000000000,BUY,6222,256.2608,1594454.7,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-05-21
TRD00225,2024-12-03,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP003,Societe Generale,INVALID123,BUY,2799,414.3658,1159809.87,EUR,REJECTED,INVALID_LEI,2024-12-04
TRD00226,2024-11-24,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,SELL,13915,385.8099,5368544.76,EUR,PENDING,,2024-11-25
TRD00227,2024-09-11,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP003,Societe Generale,529900T8BM49AURSDO55,SELL,19898,246.643,4907702.41,EUR,PENDING,,2024-09-12
TRD00228,2024-08-20,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,BUY,27338,247.2831,6760225.39,EUR,ACCEPTED,,2024-08-21
TRD00229,2024-11-06,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP007,JPMorgan Chase,UWJKLYCTVC18SQVJHL39,SELL,21026,369.7579,7774529.61,EUR,PENDING,,2024-11-07
TRD00230,2024-03-07,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP005,Credit Suisse,INVALID123,SELL,7058,166.3668,1174216.87,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-03-08
TRD00231,2024-08-18,GB0002634946,BP PLC,GB,EQUITY,XLON,CP001,Deutsche Bank AG,INR2EJN1ERAN0W5ZP974,SELL,19119,473.2386,9047848.79,EUR,ACCEPTED,,2024-08-19
TRD00232,2024-03-22,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP005,Credit Suisse,9ZHRYM6F437SQJ6OUG95,BUY,20594,103.0187,2121567.11,EUR,PENDING,,2024-03-23
TRD00233,2024-09-20,US0378331005,Apple Inc,US,EQUITY,XAMS,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,SELL,1618,54.1241,87572.79,EUR,ACCEPTED,,2024-09-21
TRD00234,2024-05-03,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP003,Societe Generale,529900T8BM49AURSDO55,SELL,3412,147.8646,504514.02,EUR,ACCEPTED,,2024-05-04
TRD00235,2024-10-01,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,SELL,17432,366.479,6388461.93,EUR,ACCEPTED,,2024-10-02
TRD00236,2024-01-24,US0378331005,Apple Inc,US,EQUITY,XEUR,CP005,Credit Suisse,INVALID123,SELL,12856,187.6367,2412257.42,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-01-25
TRD00237,2024-09-15,US0378331005,Apple Inc,US,EQUITY,XMIL,CP003,Societe Generale,INVALID123,BUY,44690,309.4111,13827582.06,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-09-16
TRD00238,2024-07-10,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP005,Credit Suisse,7H6GLXDRUGQFU57RNE97,SELL,49577,80.691,4000417.71,EUR,ACCEPTED,,2024-07-11
TRD00239,2024-01-24,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,BUY,31147,264.473,8237540.53,EUR,ACCEPTED,,2024-01-25
TRD00240,2024-06-16,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,SELL,40502,372.2665,15077537.78,EUR,ACCEPTED,,2024-06-17
TRD00241,2024-09-16,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP005,Credit Suisse,7H6GLXDRUGQFU57RNE97,SELL,46547,285.8329,13304664.0,EUR,ACCEPTED,,2024-09-17
TRD00242,2024-07-07,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP004,UBS Group AG,00000000000000000000,BUY,20263,400.4099,8113505.8,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-07-08
TRD00243,2024-12-01,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP005,Credit Suisse,PBLD0EJDB5FWOLXP3B76,SELL,47377,35.164,1665964.83,EUR,ACCEPTED,,2024-12-02
TRD00244,2024-09-25,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP007,JPMorgan Chase,7H6GLXDRUGQFU57RNE97,BUY,9784,412.614,4037015.38,EUR,ACCEPTED,,2024-09-26
TRD00245,2024-10-20,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP002,Barclays PLC,UWJKLYCTVC18SQVJHL39,BUY,29003,163.7093,4748060.83,EUR,ACCEPTED,,2024-10-21
TRD00246,2024-12-19,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP005,Credit Suisse,BADLEI00000000000000000,BUY,31007,437.6807,13571165.46,EUR,REJECTED,MISSING_VENUE_CODE,2024-12-20
TRD00247,2024-04-16,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP006,Morgan Stanley,9ZHRYM6F437SQJ6OUG95,BUY,34537,194.6441,6722423.28,EUR,ACCEPTED,,2024-04-17
TRD00248,2024-09-29,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,SELL,47346,343.5655,16266452.16,EUR,PENDING,,2024-09-30
TRD00249,2024-04-08,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP005,Credit Suisse,529900T8BM49AURSDO55,SELL,14836,471.3279,6992620.72,EUR,ACCEPTED,,2024-04-09
TRD00250,2024-12-26,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP003,Societe Generale,529900T8BM49AURSDO55,SELL,22959,284.6389,6535024.51,EUR,ACCEPTED,,2024-12-27
